Date,Area Name,Time of Day,Traffic Volume
2022-06-14,Hebbal,Evening Peak (5pm-9pm),17296
2022-06-15,Hebbal,Morning Peak (8am-11am),7301
2022-06-15,Hebbal,Afternoon (12pm-4pm),5215
2022-06-15,Hebbal,Evening Peak (5pm-9pm),8344
2022-06-17,Hebbal,Morning Peak (8am-11am),9259
2022-06-17,Hebbal,Afternoon (12pm-4pm),6614
2022-06-17,Hebbal,Evening Peak (5pm-9pm),10582
2022-06-18,Hebbal,Morning Peak (8am-11am),3897
2022-06-18,Hebbal,Afternoon (12pm-4pm),2784
2022-06-18,Hebbal,Evening Peak (5pm-9pm),4454
2022-06-18,Hebbal,Morning Peak (8am-11am),14544
2022-06-18,Hebbal,Afternoon (12pm-4pm),10388
2022-06-18,Hebbal,Evening Peak (5pm-9pm),16622
2022-06-19,Hebbal,Morning Peak (8am-11am),7479
2022-06-19,Hebbal,Afternoon (12pm-4pm),5342
2022-06-19,Hebbal,Evening Peak (5pm-9pm),8547
2022-06-20,Hebbal,Morning Peak (8am-11am),10605
2022-06-20,Hebbal,Afternoon (12pm-4pm),7575
2022-06-20,Hebbal,Evening Peak (5pm-9pm),12120
2022-06-20,Hebbal,Morning Peak (8am-11am),5565
2022-06-20,Hebbal,Afternoon (12pm-4pm),3975
2022-06-20,Hebbal,Evening Peak (5pm-9pm),6360
2022-06-22,Hebbal,Morning Peak (8am-11am),5665
2022-06-22,Hebbal,Afternoon (12pm-4pm),4047
2022-06-22,Hebbal,Evening Peak (5pm-9pm),6475
2022-06-24,Hebbal,Morning Peak (8am-11am),10246
2022-06-24,Hebbal,Afternoon (12pm-4pm),7319
2022-06-24,Hebbal,Evening Peak (5pm-9pm),11710
2022-06-25,Hebbal,Morning Peak (8am-11am),7623
2022-06-25,Hebbal,Afternoon (12pm-4pm),5445
2022-06-25,Hebbal,Evening Peak (5pm-9pm),8712
2022-06-25,Hebbal,Morning Peak (8am-11am),11176
2022-06-25,Hebbal,Afternoon (12pm-4pm),7983
2022-06-25,Hebbal,Evening Peak (5pm-9pm),12773
2022-06-26,Hebbal,Morning Peak (8am-11am),9878
2022-06-26,Hebbal,Afternoon (12pm-4pm),7055
2022-06-26,Hebbal,Evening Peak (5pm-9pm),11289
2022-06-26,Hebbal,Morning Peak (8am-11am),11075
2022-06-26,Hebbal,Afternoon (12pm-4pm),7910
2022-06-26,Hebbal,Evening Peak (5pm-9pm),12657
2022-06-28,Hebbal,Morning Peak (8am-11am),14782
2022-06-28,Hebbal,Afternoon (12pm-4pm),10559
2022-06-28,Hebbal,Evening Peak (5pm-9pm),16894
2022-06-28,Hebbal,Morning Peak (8am-11am),7835
2022-06-28,Hebbal,Afternoon (12pm-4pm),5596
2022-06-28,Hebbal,Evening Peak (5pm-9pm),8954
2022-06-29,Hebbal,Morning Peak (8am-11am),10951
2022-06-29,Hebbal,Afternoon (12pm-4pm),7822
2022-06-29,Hebbal,Evening Peak (5pm-9pm),12516
2022-06-30,Hebbal,Morning Peak (8am-11am),6090
2022-06-30,Hebbal,Afternoon (12pm-4pm),4350
2022-06-30,Hebbal,Evening Peak (5pm-9pm),6960
2022-06-30,Hebbal,Morning Peak (8am-11am),12021
2022-06-30,Hebbal,Afternoon (12pm-4pm),8586
2022-06-30,Hebbal,Evening Peak (5pm-9pm),13738
2022-07-01,Hebbal,Morning Peak (8am-11am),10639
2022-07-01,Hebbal,Afternoon (12pm-4pm),7599
2022-07-01,Hebbal,Evening Peak (5pm-9pm),12159
2022-07-02,Hebbal,Morning Peak (8am-11am),6862
2022-07-02,Hebbal,Afternoon (12pm-4pm),4901
2022-07-02,Hebbal,Evening Peak (5pm-9pm),7842
2022-07-03,Hebbal,Morning Peak (8am-11am),11224
2022-07-03,Hebbal,Afternoon (12pm-4pm),8017
2022-07-03,Hebbal,Evening Peak (5pm-9pm),12828
2022-07-03,Hebbal,Morning Peak (8am-11am),7528
2022-07-03,Hebbal,Afternoon (12pm-4pm),5377
2022-07-03,Hebbal,Evening Peak (5pm-9pm),8604
2022-07-04,Hebbal,Morning Peak (8am-11am),6955
2022-07-04,Hebbal,Afternoon (12pm-4pm),4968
2022-07-04,Hebbal,Evening Peak (5pm-9pm),7948
2022-07-04,Hebbal,Morning Peak (8am-11am),13168
2022-07-04,Hebbal,Afternoon (12pm-4pm),9405
2022-07-04,Hebbal,Evening Peak (5pm-9pm),15049
2022-07-05,Hebbal,Morning Peak (8am-11am),6102
2022-07-05,Hebbal,Afternoon (12pm-4pm),4358
2022-07-05,Hebbal,Evening Peak (5pm-9pm),6974
2022-07-07,Hebbal,Morning Peak (8am-11am),10951
2022-07-07,Hebbal,Afternoon (12pm-4pm),7822
2022-07-07,Hebbal,Evening Peak (5pm-9pm),12516
2022-07-07,Hebbal,Morning Peak (8am-11am),8316
2022-07-07,Hebbal,Afternoon (12pm-4pm),5940
2022-07-07,Hebbal,Evening Peak (5pm-9pm),9504
2022-07-09,Hebbal,Morning Peak (8am-11am),8098
2022-07-09,Hebbal,Afternoon (12pm-4pm),5784
2022-07-09,Hebbal,Evening Peak (5pm-9pm),9255
2022-07-10,Hebbal,Morning Peak (8am-11am),11588
2022-07-10,Hebbal,Afternoon (12pm-4pm),8277
2022-07-10,Hebbal,Evening Peak (5pm-9pm),13243
2022-07-11,Hebbal,Morning Peak (8am-11am),5796
2022-07-11,Hebbal,Afternoon (12pm-4pm),4140
2022-07-11,Hebbal,Evening Peak (5pm-9pm),6624
2022-07-12,Hebbal,Morning Peak (8am-11am),3197
2022-07-12,Hebbal,Afternoon (12pm-4pm),2284
2022-07-12,Hebbal,Evening Peak (5pm-9pm),3654
2022-07-13,Hebbal,Morning Peak (8am-11am),2999
2022-07-13,Hebbal,Afternoon (12pm-4pm),2142
2022-07-13,Hebbal,Evening Peak (5pm-9pm),3428
2022-07-15,Hebbal,Morning Peak (8am-11am),3682
2022-07-15,Hebbal,Afternoon (12pm-4pm),2630
2022-07-15,Hebbal,Evening Peak (5pm-9pm),4208
2022-07-15,Hebbal,Morning Peak (8am-11am),7704
2022-07-15,Hebbal,Afternoon (12pm-4pm),5503
2022-07-15,Hebbal,Evening Peak (5pm-9pm),8804
2022-07-16,Hebbal,Morning Peak (8am-11am),6508
2022-07-16,Hebbal,Afternoon (12pm-4pm),4648
2022-07-16,Hebbal,Evening Peak (5pm-9pm),7438
2022-07-16,Hebbal,Morning Peak (8am-11am),11048
2022-07-16,Hebbal,Afternoon (12pm-4pm),7891
2022-07-16,Hebbal,Evening Peak (5pm-9pm),12626
2022-07-17,Hebbal,Morning Peak (8am-11am),7128
2022-07-17,Hebbal,Afternoon (12pm-4pm),5091
2022-07-17,Hebbal,Evening Peak (5pm-9pm),8146
2022-07-17,Hebbal,Morning Peak (8am-11am),10735
2022-07-17,Hebbal,Afternoon (12pm-4pm),7668
2022-07-17,Hebbal,Evening Peak (5pm-9pm),12269
2022-07-19,Hebbal,Morning Peak (8am-11am),12814
2022-07-19,Hebbal,Afternoon (12pm-4pm),9153
2022-07-19,Hebbal,Evening Peak (5pm-9pm),14645
2022-07-21,Hebbal,Morning Peak (8am-11am),9448
2022-07-21,Hebbal,Afternoon (12pm-4pm),6749
2022-07-21,Hebbal,Evening Peak (5pm-9pm),10798
2022-07-23,Hebbal,Morning Peak (8am-11am),6139
2022-07-23,Hebbal,Afternoon (12pm-4pm),4385
2022-07-23,Hebbal,Evening Peak (5pm-9pm),7016
2022-07-25,Hebbal,Morning Peak (8am-11am),15953
2022-07-25,Hebbal,Afternoon (12pm-4pm),11395
2022-07-25,Hebbal,Evening Peak (5pm-9pm),18232
2022-07-26,Hebbal,Morning Peak (8am-11am),6787
2022-07-26,Hebbal,Afternoon (12pm-4pm),4848
2022-07-26,Hebbal,Evening Peak (5pm-9pm),7757
2022-07-27,Hebbal,Morning Peak (8am-11am),10584
2022-07-27,Hebbal,Afternoon (12pm-4pm),7560
2022-07-27,Hebbal,Evening Peak (5pm-9pm),12096
2022-07-28,Hebbal,Morning Peak (8am-11am),11130
2022-07-28,Hebbal,Afternoon (12pm-4pm),7950
2022-07-28,Hebbal,Evening Peak (5pm-9pm),12720
2022-07-30,Hebbal,Morning Peak (8am-11am),6287
2022-07-30,Hebbal,Afternoon (12pm-4pm),4491
2022-07-30,Hebbal,Evening Peak (5pm-9pm),7186
2022-08-01,Hebbal,Morning Peak (8am-11am),7408
2022-08-01,Hebbal,Afternoon (12pm-4pm),5292
2022-08-01,Hebbal,Evening Peak (5pm-9pm),8467
2022-08-03,Hebbal,Morning Peak (8am-11am),13836
2022-08-03,Hebbal,Afternoon (12pm-4pm),9883
2022-08-03,Hebbal,Evening Peak (5pm-9pm),15812
2022-08-04,Hebbal,Morning Peak (8am-11am),11264
2022-08-04,Hebbal,Afternoon (12pm-4pm),8046
2022-08-04,Hebbal,Evening Peak (5pm-9pm),12873
2022-08-05,Hebbal,Morning Peak (8am-11am),6587
2022-08-05,Hebbal,Afternoon (12pm-4pm),4705
2022-08-05,Hebbal,Evening Peak (5pm-9pm),7528
2022-08-06,Hebbal,Morning Peak (8am-11am),3368
2022-08-06,Hebbal,Afternoon (12pm-4pm),2405
2022-08-06,Hebbal,Evening Peak (5pm-9pm),3849
2022-08-07,Hebbal,Morning Peak (8am-11am),8118
2022-08-07,Hebbal,Afternoon (12pm-4pm),5799
2022-08-07,Hebbal,Evening Peak (5pm-9pm),9278
2022-08-07,Hebbal,Morning Peak (8am-11am),7574
2022-08-07,Hebbal,Afternoon (12pm-4pm),5410
2022-08-07,Hebbal,Evening Peak (5pm-9pm),8656
2022-08-08,Hebbal,Morning Peak (8am-11am),9492
2022-08-08,Hebbal,Afternoon (12pm-4pm),6780
2022-08-08,Hebbal,Evening Peak (5pm-9pm),10848
2022-08-09,Hebbal,Morning Peak (8am-11am),9377
2022-08-09,Hebbal,Afternoon (12pm-4pm),6698
2022-08-09,Hebbal,Evening Peak (5pm-9pm),10717
2022-08-10,Hebbal,Morning Peak (8am-11am),7507
2022-08-10,Hebbal,Afternoon (12pm-4pm),5362
2022-08-10,Hebbal,Evening Peak (5pm-9pm),8580
2022-08-10,Hebbal,Morning Peak (8am-11am),5966
2022-08-10,Hebbal,Afternoon (12pm-4pm),4262
2022-08-10,Hebbal,Evening Peak (5pm-9pm),6819
2022-08-12,Hebbal,Morning Peak (8am-11am),12303
2022-08-12,Hebbal,Afternoon (12pm-4pm),8788
2022-08-12,Hebbal,Evening Peak (5pm-9pm),14060
2022-08-12,Hebbal,Morning Peak (8am-11am),7766
2022-08-12,Hebbal,Afternoon (12pm-4pm),5547
2022-08-12,Hebbal,Evening Peak (5pm-9pm),8875
2022-08-13,Hebbal,Morning Peak (8am-11am),6595
2022-08-13,Hebbal,Afternoon (12pm-4pm),4711
2022-08-13,Hebbal,Evening Peak (5pm-9pm),7538
2022-08-14,Hebbal,Morning Peak (8am-11am),7103
2022-08-14,Hebbal,Afternoon (12pm-4pm),5073
2022-08-14,Hebbal,Evening Peak (5pm-9pm),8118
2022-08-14,Hebbal,Morning Peak (8am-11am),6480
2022-08-14,Hebbal,Afternoon (12pm-4pm),4628
2022-08-14,Hebbal,Evening Peak (5pm-9pm),7406
2022-08-15,Hebbal,Morning Peak (8am-11am),5543
2022-08-15,Hebbal,Afternoon (12pm-4pm),3959
2022-08-15,Hebbal,Evening Peak (5pm-9pm),6335
2022-08-17,Hebbal,Morning Peak (8am-11am),8119
2022-08-17,Hebbal,Afternoon (12pm-4pm),5799
2022-08-17,Hebbal,Evening Peak (5pm-9pm),9279
2022-08-18,Hebbal,Morning Peak (8am-11am),9561
2022-08-18,Hebbal,Afternoon (12pm-4pm),6829
2022-08-18,Hebbal,Evening Peak (5pm-9pm),10927
2022-08-19,Hebbal,Morning Peak (8am-11am),15482
2022-08-19,Hebbal,Afternoon (12pm-4pm),11059
2022-08-19,Hebbal,Evening Peak (5pm-9pm),17694
2022-08-20,Hebbal,Morning Peak (8am-11am),13391
2022-08-20,Hebbal,Afternoon (12pm-4pm),9565
2022-08-20,Hebbal,Evening Peak (5pm-9pm),15304
2022-08-23,Hebbal,Morning Peak (8am-11am),12404
2022-08-23,Hebbal,Afternoon (12pm-4pm),8860
2022-08-23,Hebbal,Evening Peak (5pm-9pm),14176
2022-08-23,Hebbal,Morning Peak (8am-11am),6502
2022-08-23,Hebbal,Afternoon (12pm-4pm),4644
2022-08-23,Hebbal,Evening Peak (5pm-9pm),7431
2022-08-24,Hebbal,Morning Peak (8am-11am),10730
2022-08-24,Hebbal,Afternoon (12pm-4pm),7664
2022-08-24,Hebbal,Evening Peak (5pm-9pm),12263
2022-08-26,Hebbal,Morning Peak (8am-11am),10662
2022-08-26,Hebbal,Afternoon (12pm-4pm),7616
2022-08-26,Hebbal,Evening Peak (5pm-9pm),12186
2022-08-27,Hebbal,Morning Peak (8am-11am),10424
2022-08-27,Hebbal,Afternoon (12pm-4pm),7446
2022-08-27,Hebbal,Evening Peak (5pm-9pm),11913
2022-08-28,Hebbal,Morning Peak (8am-11am),3454
2022-08-28,Hebbal,Afternoon (12pm-4pm),2467
2022-08-28,Hebbal,Evening Peak (5pm-9pm),3948
2022-08-28,Hebbal,Morning Peak (8am-11am),3463
2022-08-28,Hebbal,Afternoon (12pm-4pm),2474
2022-08-28,Hebbal,Evening Peak (5pm-9pm),3958
2022-08-29,Hebbal,Morning Peak (8am-11am),8691
2022-08-29,Hebbal,Afternoon (12pm-4pm),6208
2022-08-29,Hebbal,Evening Peak (5pm-9pm),9933
2022-08-29,Hebbal,Morning Peak (8am-11am),8444
2022-08-29,Hebbal,Afternoon (12pm-4pm),6031
2022-08-29,Hebbal,Evening Peak (5pm-9pm),9650
2022-08-30,Hebbal,Morning Peak (8am-11am),7897
2022-08-30,Hebbal,Afternoon (12pm-4pm),5641
2022-08-30,Hebbal,Evening Peak (5pm-9pm),9025
2022-08-31,Hebbal,Morning Peak (8am-11am),3121
2022-08-31,Hebbal,Afternoon (12pm-4pm),2229
2022-08-31,Hebbal,Evening Peak (5pm-9pm),3567
2022-09-01,Hebbal,Morning Peak (8am-11am),13976
2022-09-01,Hebbal,Afternoon (12pm-4pm),9983
2022-09-01,Hebbal,Evening Peak (5pm-9pm),15973
2022-09-02,Hebbal,Morning Peak (8am-11am),11439
2022-09-02,Hebbal,Afternoon (12pm-4pm),8170
2022-09-02,Hebbal,Evening Peak (5pm-9pm),13073
2022-09-03,Hebbal,Morning Peak (8am-11am),12407
2022-09-03,Hebbal,Afternoon (12pm-4pm),8862
2022-09-03,Hebbal,Evening Peak (5pm-9pm),14180
2022-09-07,Hebbal,Morning Peak (8am-11am),11551
2022-09-07,Hebbal,Afternoon (12pm-4pm),8250
2022-09-07,Hebbal,Evening Peak (5pm-9pm),13201
2022-09-08,Hebbal,Morning Peak (8am-11am),9867
2022-09-08,Hebbal,Afternoon (12pm-4pm),7048
2022-09-08,Hebbal,Evening Peak (5pm-9pm),11277
2022-09-09,Hebbal,Morning Peak (8am-11am),11578
2022-09-09,Hebbal,Afternoon (12pm-4pm),8270
2022-09-09,Hebbal,Evening Peak (5pm-9pm),13232
2022-09-09,Hebbal,Morning Peak (8am-11am),5947
2022-09-09,Hebbal,Afternoon (12pm-4pm),4248
2022-09-09,Hebbal,Evening Peak (5pm-9pm),6797
2022-09-10,Hebbal,Morning Peak (8am-11am),13912
2022-09-10,Hebbal,Afternoon (12pm-4pm),9937
2022-09-10,Hebbal,Evening Peak (5pm-9pm),15900
2022-09-11,Hebbal,Morning Peak (8am-11am),7262
2022-09-11,Hebbal,Afternoon (12pm-4pm),5187
2022-09-11,Hebbal,Evening Peak (5pm-9pm),8300
2022-09-12,Hebbal,Morning Peak (8am-11am),7389
2022-09-12,Hebbal,Afternoon (12pm-4pm),5278
2022-09-12,Hebbal,Evening Peak (5pm-9pm),8444
2022-09-13,Hebbal,Morning Peak (8am-11am),12196
2022-09-13,Hebbal,Afternoon (12pm-4pm),8711
2022-09-13,Hebbal,Evening Peak (5pm-9pm),13938
2022-09-14,Hebbal,Morning Peak (8am-11am),14776
2022-09-14,Hebbal,Afternoon (12pm-4pm),10554
2022-09-14,Hebbal,Evening Peak (5pm-9pm),16887
2022-09-14,Hebbal,Morning Peak (8am-11am),13857
2022-09-14,Hebbal,Afternoon (12pm-4pm),9898
2022-09-14,Hebbal,Evening Peak (5pm-9pm),15837
2022-09-15,Hebbal,Morning Peak (8am-11am),7453
2022-09-15,Hebbal,Afternoon (12pm-4pm),5323
2022-09-15,Hebbal,Evening Peak (5pm-9pm),8518
2022-09-16,Hebbal,Morning Peak (8am-11am),8815
2022-09-16,Hebbal,Afternoon (12pm-4pm),6297
2022-09-16,Hebbal,Evening Peak (5pm-9pm),10075
2022-09-17,Hebbal,Morning Peak (8am-11am),3568
2022-09-17,Hebbal,Afternoon (12pm-4pm),2549
2022-09-17,Hebbal,Evening Peak (5pm-9pm),4078
2022-09-18,Hebbal,Morning Peak (8am-11am),7592
2022-09-18,Hebbal,Afternoon (12pm-4pm),5423
2022-09-18,Hebbal,Evening Peak (5pm-9pm),8677
2022-09-19,Hebbal,Morning Peak (8am-11am),9543
2022-09-19,Hebbal,Afternoon (12pm-4pm),6816
2022-09-19,Hebbal,Evening Peak (5pm-9pm),10906
2022-09-20,Hebbal,Morning Peak (8am-11am),13407
2022-09-20,Hebbal,Afternoon (12pm-4pm),9576
2022-09-20,Hebbal,Evening Peak (5pm-9pm),15322
2022-09-20,Hebbal,Morning Peak (8am-11am),11348
2022-09-20,Hebbal,Afternoon (12pm-4pm),8106
2022-09-20,Hebbal,Evening Peak (5pm-9pm),12970
2022-09-21,Hebbal,Morning Peak (8am-11am),10756
2022-09-21,Hebbal,Afternoon (12pm-4pm),7683
2022-09-21,Hebbal,Evening Peak (5pm-9pm),12293
2022-09-23,Hebbal,Morning Peak (8am-11am),6820
2022-09-23,Hebbal,Afternoon (12pm-4pm),4871
2022-09-23,Hebbal,Evening Peak (5pm-9pm),7794
2022-09-24,Hebbal,Morning Peak (8am-11am),9848
2022-09-24,Hebbal,Afternoon (12pm-4pm),7034
2022-09-24,Hebbal,Evening Peak (5pm-9pm),11255
2022-09-26,Hebbal,Morning Peak (8am-11am),7271
2022-09-26,Hebbal,Afternoon (12pm-4pm),5194
2022-09-26,Hebbal,Evening Peak (5pm-9pm),8310
2022-09-26,Hebbal,Morning Peak (8am-11am),14994
2022-09-26,Hebbal,Afternoon (12pm-4pm),10710
2022-09-26,Hebbal,Evening Peak (5pm-9pm),17136
2022-09-27,Hebbal,Morning Peak (8am-11am),7475
2022-09-27,Hebbal,Afternoon (12pm-4pm),5340
2022-09-27,Hebbal,Evening Peak (5pm-9pm),8544
2022-09-27,Hebbal,Morning Peak (8am-11am),15161
2022-09-27,Hebbal,Afternoon (12pm-4pm),10830
2022-09-27,Hebbal,Evening Peak (5pm-9pm),17328
2022-09-28,Hebbal,Morning Peak (8am-11am),8817
2022-09-28,Hebbal,Afternoon (12pm-4pm),6298
2022-09-28,Hebbal,Evening Peak (5pm-9pm),10077
2022-09-29,Hebbal,Morning Peak (8am-11am),12046
2022-09-29,Hebbal,Afternoon (12pm-4pm),8604
2022-09-29,Hebbal,Evening Peak (5pm-9pm),13767
2022-09-29,Hebbal,Morning Peak (8am-11am),7036
2022-09-29,Hebbal,Afternoon (12pm-4pm),5025
2022-09-29,Hebbal,Evening Peak (5pm-9pm),8041
2022-09-30,Hebbal,Morning Peak (8am-11am),13892
2022-09-30,Hebbal,Afternoon (12pm-4pm),9923
2022-09-30,Hebbal,Evening Peak (5pm-9pm),15876
2022-09-30,Hebbal,Morning Peak (8am-11am),7496
2022-09-30,Hebbal,Afternoon (12pm-4pm),5354
2022-09-30,Hebbal,Evening Peak (5pm-9pm),8567
2022-10-01,Hebbal,Morning Peak (8am-11am),3655
2022-10-01,Hebbal,Afternoon (12pm-4pm),2610
2022-10-01,Hebbal,Evening Peak (5pm-9pm),4177
2022-10-02,Hebbal,Morning Peak (8am-11am),7751
2022-10-02,Hebbal,Afternoon (12pm-4pm),5536
2022-10-02,Hebbal,Evening Peak (5pm-9pm),8858
2022-10-02,Hebbal,Morning Peak (8am-11am),7667
2022-10-02,Hebbal,Afternoon (12pm-4pm),5476
2022-10-02,Hebbal,Evening Peak (5pm-9pm),8762
2022-10-03,Hebbal,Morning Peak (8am-11am),12696
2022-10-03,Hebbal,Afternoon (12pm-4pm),9068
2022-10-03,Hebbal,Evening Peak (5pm-9pm),14510
2022-10-03,Hebbal,Morning Peak (8am-11am),6354
2022-10-03,Hebbal,Afternoon (12pm-4pm),4539
2022-10-03,Hebbal,Evening Peak (5pm-9pm),7262
2022-10-04,Hebbal,Morning Peak (8am-11am),10924
2022-10-04,Hebbal,Afternoon (12pm-4pm),7803
2022-10-04,Hebbal,Evening Peak (5pm-9pm),12485
2022-10-06,Hebbal,Morning Peak (8am-11am),13871
2022-10-06,Hebbal,Afternoon (12pm-4pm),9908
2022-10-06,Hebbal,Evening Peak (5pm-9pm),15852
2022-10-06,Hebbal,Morning Peak (8am-11am),7000
2022-10-06,Hebbal,Afternoon (12pm-4pm),5000
2022-10-06,Hebbal,Evening Peak (5pm-9pm),8000
2022-10-07,Hebbal,Morning Peak (8am-11am),6135
2022-10-07,Hebbal,Afternoon (12pm-4pm),4382
2022-10-07,Hebbal,Evening Peak (5pm-9pm),7012
2022-10-07,Hebbal,Morning Peak (8am-11am),7657
2022-10-07,Hebbal,Afternoon (12pm-4pm),5470
2022-10-07,Hebbal,Evening Peak (5pm-9pm),8752
2022-10-08,Hebbal,Morning Peak (8am-11am),6855
2022-10-08,Hebbal,Afternoon (12pm-4pm),4896
2022-10-08,Hebbal,Evening Peak (5pm-9pm),7834
2022-10-08,Hebbal,Morning Peak (8am-11am),11959
2022-10-08,Hebbal,Afternoon (12pm-4pm),8542
2022-10-08,Hebbal,Evening Peak (5pm-9pm),13667
2022-10-09,Hebbal,Morning Peak (8am-11am),15417
2022-10-09,Hebbal,Afternoon (12pm-4pm),11012
2022-10-09,Hebbal,Evening Peak (5pm-9pm),17620
2022-10-10,Hebbal,Morning Peak (8am-11am),9651
2022-10-10,Hebbal,Afternoon (12pm-4pm),6893
2022-10-10,Hebbal,Evening Peak (5pm-9pm),11030
2022-10-11,Hebbal,Morning Peak (8am-11am),10361
2022-10-11,Hebbal,Afternoon (12pm-4pm),7401
2022-10-11,Hebbal,Evening Peak (5pm-9pm),11842
2022-10-12,Hebbal,Morning Peak (8am-11am),7156
2022-10-12,Hebbal,Afternoon (12pm-4pm),5111
2022-10-12,Hebbal,Evening Peak (5pm-9pm),8178
2022-10-13,Hebbal,Morning Peak (8am-11am),13552
2022-10-13,Hebbal,Afternoon (12pm-4pm),9680
2022-10-13,Hebbal,Evening Peak (5pm-9pm),15488
2022-10-15,Hebbal,Morning Peak (8am-11am),3119
2022-10-15,Hebbal,Afternoon (12pm-4pm),2228
2022-10-15,Hebbal,Evening Peak (5pm-9pm),3565
2022-10-16,Hebbal,Morning Peak (8am-11am),12987
2022-10-16,Hebbal,Afternoon (12pm-4pm),9277
2022-10-16,Hebbal,Evening Peak (5pm-9pm),14843
2022-10-17,Hebbal,Morning Peak (8am-11am),9205
2022-10-17,Hebbal,Afternoon (12pm-4pm),6575
2022-10-17,Hebbal,Evening Peak (5pm-9pm),10520
2022-10-17,Hebbal,Morning Peak (8am-11am),6527
2022-10-17,Hebbal,Afternoon (12pm-4pm),4662
2022-10-17,Hebbal,Evening Peak (5pm-9pm),7460
2022-10-18,Hebbal,Morning Peak (8am-11am),10887
2022-10-18,Hebbal,Afternoon (12pm-4pm),7776
2022-10-18,Hebbal,Evening Peak (5pm-9pm),12442
2022-10-19,Hebbal,Morning Peak (8am-11am),3157
2022-10-19,Hebbal,Afternoon (12pm-4pm),2255
2022-10-19,Hebbal,Evening Peak (5pm-9pm),3608
2022-10-20,Hebbal,Morning Peak (8am-11am),9650
2022-10-20,Hebbal,Afternoon (12pm-4pm),6893
2022-10-20,Hebbal,Evening Peak (5pm-9pm),11029
2022-10-20,Hebbal,Morning Peak (8am-11am),16897
2022-10-20,Hebbal,Afternoon (12pm-4pm),12069
2022-10-20,Hebbal,Evening Peak (5pm-9pm),19311
2022-10-21,Hebbal,Morning Peak (8am-11am),14408
2022-10-21,Hebbal,Afternoon (12pm-4pm),10291
2022-10-21,Hebbal,Evening Peak (5pm-9pm),16466
2022-10-21,Hebbal,Morning Peak (8am-11am),7122
2022-10-21,Hebbal,Afternoon (12pm-4pm),5087
2022-10-21,Hebbal,Evening Peak (5pm-9pm),8140
2022-10-22,Hebbal,Morning Peak (8am-11am),7236
2022-10-22,Hebbal,Afternoon (12pm-4pm),5169
2022-10-22,Hebbal,Evening Peak (5pm-9pm),8270
2022-10-23,Hebbal,Morning Peak (8am-11am),3595
2022-10-23,Hebbal,Afternoon (12pm-4pm),2568
2022-10-23,Hebbal,Evening Peak (5pm-9pm),4108
2022-10-24,Hebbal,Morning Peak (8am-11am),10661
2022-10-24,Hebbal,Afternoon (12pm-4pm),7615
2022-10-24,Hebbal,Evening Peak (5pm-9pm),12184
2022-10-27,Hebbal,Morning Peak (8am-11am),11199
2022-10-27,Hebbal,Afternoon (12pm-4pm),7999
2022-10-27,Hebbal,Evening Peak (5pm-9pm),12799
2022-10-28,Hebbal,Morning Peak (8am-11am),7204
2022-10-28,Hebbal,Afternoon (12pm-4pm),5146
2022-10-28,Hebbal,Evening Peak (5pm-9pm),8233
2022-10-29,Hebbal,Morning Peak (8am-11am),6083
2022-10-29,Hebbal,Afternoon (12pm-4pm),4345
2022-10-29,Hebbal,Evening Peak (5pm-9pm),6952
2022-10-30,Hebbal,Morning Peak (8am-11am),12900
2022-10-30,Hebbal,Afternoon (12pm-4pm),9214
2022-10-30,Hebbal,Evening Peak (5pm-9pm),14743
2022-10-31,Hebbal,Morning Peak (8am-11am),3760
2022-10-31,Hebbal,Afternoon (12pm-4pm),2686
2022-10-31,Hebbal,Evening Peak (5pm-9pm),4297
2022-11-01,Hebbal,Morning Peak (8am-11am),8256
2022-11-01,Hebbal,Afternoon (12pm-4pm),5897
2022-11-01,Hebbal,Evening Peak (5pm-9pm),9436
2022-11-02,Hebbal,Morning Peak (8am-11am),11871
2022-11-02,Hebbal,Afternoon (12pm-4pm),8479
2022-11-02,Hebbal,Evening Peak (5pm-9pm),13567
2022-11-03,Hebbal,Morning Peak (8am-11am),15629
2022-11-03,Hebbal,Afternoon (12pm-4pm),11164
2022-11-03,Hebbal,Evening Peak (5pm-9pm),17862
2022-11-03,Hebbal,Morning Peak (8am-11am),9639
2022-11-03,Hebbal,Afternoon (12pm-4pm),6885
2022-11-03,Hebbal,Evening Peak (5pm-9pm),11016
2022-11-04,Hebbal,Morning Peak (8am-11am),10516
2022-11-04,Hebbal,Afternoon (12pm-4pm),7511
2022-11-04,Hebbal,Evening Peak (5pm-9pm),12018
2022-11-04,Hebbal,Morning Peak (8am-11am),7848
2022-11-04,Hebbal,Afternoon (12pm-4pm),5605
2022-11-04,Hebbal,Evening Peak (5pm-9pm),8969
2022-11-05,Hebbal,Morning Peak (8am-11am),10221
2022-11-05,Hebbal,Afternoon (12pm-4pm),7300
2022-11-05,Hebbal,Evening Peak (5pm-9pm),11681
2022-11-06,Hebbal,Morning Peak (8am-11am),13163
2022-11-06,Hebbal,Afternoon (12pm-4pm),9402
2022-11-06,Hebbal,Evening Peak (5pm-9pm),15044
2022-11-07,Hebbal,Morning Peak (8am-11am),11069
2022-11-07,Hebbal,Afternoon (12pm-4pm),7906
2022-11-07,Hebbal,Evening Peak (5pm-9pm),12650
2022-11-08,Hebbal,Morning Peak (8am-11am),13072
2022-11-08,Hebbal,Afternoon (12pm-4pm),9337
